@Ciudad
n=16
m=16
@Datos
d1=4
d2=6
dn=30
@Distritos
D11 1,5;2,30;3,57;4,84;5,114;6,122;7,144;8,161;9,171;10,193;11,192;12,167;13,157;14,156;15,128;16,125;17,103;18,83;19,73;20,39;21,34;22,26;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D51 1,6;2,19;3,44;4,66;5,72;6,85;7,91;8,98;9,114;10,126;11,156;12,183;13,213;14,241;15,268;16,277;17,261;18,237;19,209;20,182;21,169;22,162;23,141;24,131;25,113;26,85;27,78;28,56;29,32;30,26
D91 1,1;2,23;3,26;4,48;5,57;6,72;7,77;8,92;9,97;10,99;11,119;12,134;13,135;14,159;15,183;16,192;17,218;18,236;19,262;20,263;21,281;22,290;23,287;24,281;25,272;26,267;27,266;28,263;29,261;30,252
D131 1,14;2,20;3,52;4,74;5,96;6,100;7,109;8,139;9,159;10,163;11,169;12,201;13,233;14,217;15,201;16,185;17,176;18,164;19,140;20,134;21,131;22,112;23,88;24,58;25,46;26,26;27,22;28,18;29,15;30,11
D77 1,12;2,39;3,48;4,76;5,106;6,118;7,138;8,149;9,171;10,201;11,233;12,250;13,274;14,244;15,228;16,208;17,191;18,163;19,144;20,114;21,82;22,73;23,46;24,26;25,14;26,0;27,0;28,0;29,0;30,0
D357 1,15;2,30;3,45;4,61;5,74;6,78;7,97;8,127;9,130;10,142;11,161;12,179;13,203;14,225;15,231;16,243;17,225;18,218;19,200;20,175;21,169;22,139;23,114;24,98;25,97;26,94;27,66;28,59;29,46;30,21
D637 1,11;2,16;3,32;4,35;5,36;6,60;7,75;8,101;9,107;10,127;11,146;12,161;13,167;14,173;15,188;16,203;17,226;18,249;19,273;20,297;21,311;22,314;23,288;24,277;25,262;26,243;27,237;28,232;29,227;30,211
D917 1,14;2,22;3,36;4,39;5,45;6,61;7,64;8,94;9,105;10,106;11,120;12,147;13,166;14,141;15,111;16,107;17,82;18,70;19,56;20,47;21,23;22,19;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D1313 1,14;2,19;3,31;4,57;5,68;6,77;7,92;8,117;9,121;10,139;11,158;12,159;13,171;14,189;15,207;16,214;17,230;18,253;19,278;20,270;21,251;22,250;23,236;24,221;25,195;26,180;27,158;28,154;29,150;30,136
D6513 1,32;2,48;3,57;4,87;5,112;6,144;7,168;8,192;9,224;10,228;11,255;12,259;13,281;14,272;15,266;16,249;17,233;18,227;19,215;20,196;21,182;22,160;23,133;24,122;25,106;26,76;27,72;28,55;29,25;30,0
D11713 1,22;2,28;3,50;4,80;5,103;6,126;7,151;8,178;9,179;10,180;11,163;12,152;13,144;14,134;15,117;16,100;17,94;18,81;19,71;20,49;21,31;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D16913 1,4;2,27;3,36;4,50;5,59;6,85;7,97;8,99;9,104;10,109;11,124;12,152;13,153;14,154;15,175;16,194;17,205;18,206;19,213;20,201;21,180;22,164;23,152;24,134;25,125;26,107;27,103;28,91;29,72;30,47
