@Ciudad
n=81
m=80
@Datos
d1=12
d2=10
dn=30
@Distritos
D21 1,15;2,27;3,37;4,58;5,61;6,79;7,80;8,83;9,98;10,104;11,117;12,132;13,160;14,188;15,203;16,207;17,182;18,167;19,149;20,127;21,97;22,69;23,45;24,20;25,4;26,3;27,0;28,0;29,0;30,0
D141 1,23;2,41;3,61;4,83;5,101;6,111;7,121;8,144;9,147;10,173;11,182;12,192;13,214;14,216;15,238;16,262;17,263;18,283;19,292;20,311;21,337;22,353;23,330;24,307;25,300;26,298;27,279;28,264;29,259;30,239
D261 1,1;2,13;3,18;4,34;5,43;6,62;7,76;8,101;9,127;10,149;11,160;12,172;13,176;14,184;15,198;16,202;17,223;18,228;19,253;20,225;21,203;22,185;23,160;24,139;25,130;26,122;27,103;28,80;29,58;30,43
D381 1,11;2,38;3,66;4,77;5,107;6,135;7,159;8,170;9,171;10,193;11,202;12,206;13,222;14,190;15,173;16,145;17,142;18,128;19,108;20,89;21,78;22,77;23,61;24,39;25,25;26,6;27,0;28,0;29,0;30,0
D501 1,24;2,51;3,68;4,87;5,96;6,112;7,121;8,122;9,142;10,158;11,159;12,171;13,187;14,157;15,148;16,134;17,123;18,103;19,94;20,91;21,75;22,66;23,42;24,12;25,8;26,0;27,0;28,0;29,0;30,0
D621 1,24;2,48;3,61;4,71;5,98;6,99;7,112;8,119;9,146;10,168;11,186;12,189;13,216;14,225;15,243;16,273;17,243;18,218;19,205;20,187;21,180;22,152;23,124;24,105;25,102;26,77;27,62;28,52;29,37;30,9
D741 1,7;2,20;3,44;4,51;5,61;6,79;7,103;8,108;9,117;10,143;11,165;12,188;13,195;14,211;15,237;16,246;17,252;18,261;19,268;20,291;21,302;22,321;23,307;24,284;25,265;26,246;27,233;28,219;29,213;30,206
D1211 1,1;2,25;3,43;4,56;5,78;6,80;7,90;8,108;9,119;10,139;11,157;12,162;13,163;14,178;15,193;16,216;17,242;18,248;19,259;20,260;21,275;22,276;23,267;24,245;25,243;26,224;27,214;28,200;29,186;30,172
D2411 1,16;2,41;3,47;4,53;5,62;6,63;7,82;8,106;9,118;10,137;11,161;12,177;13,194;14,164;15,139;16,136;17,109;18,101;19,100;20,89;21,61;22,36;23,27;24,10;25,0;26,0;27,0;28,0;29,0;30,0
D3611 1,7;2,19;3,38;4,53;5,83;6,108;7,129;8,130;9,157;10,172;11,178;12,202;13,215;14,245;15,273;16,298;17,295;18,292;19,267;20,258;21,242;22,241;23,211;24,198;25,185;26,167;27,146;28,124;29,100;30,93
D4811 1,28;2,39;3,43;4,67;5,92;6,93;7,118;8,148;9,176;10,195;11,220;12,239;13,251;14,232;15,213;16,186;17,156;18,147;19,146;20,119;21,91;22,75;23,64;24,56;25,28;26,17;27,0;28,0;29,0;30,0
D6011 1,16;2,19;3,28;4,37;5,43;6,50;7,57;8,87;9,97;10,107;11,120;12,123;13,127;14,130;15,133;16,137;17,131;18,130;19,106;20,100;21,72;22,47;23,31;24,10;25,0;26,0;27,0;28,0;29,0;30,0
D7211 1,7;2,10;3,31;4,46;5,76;6,91;7,97;8,100;9,113;10,129;11,139;12,160;13,170;14,189;15,196;16,203;17,196;18,175;19,165;20,144;21,141;22,125;23,116;24,112;25,109;26,82;27,73;28,51;29,30;30,6
D8411 1,22;2,48;3,71;4,92;5,104;6,127;7,139;8,167;9,169;10,188;11,202;12,204;13,209;14,231;15,252;16,266;17,284;18,302;19,323;20,319;21,300;22,284;23,283;24,262;25,234;26,233;27,211;28,203;29,194;30,182
D2221 1,27;2,35;3,58;4,76;5,84;6,112;7,140;8,153;9,171;10,189;11,183;12,168;13,145;14,135;15,134;16,114;17,103;18,80;19,75;20,57;21,40;22,35;23,3;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D3421 1,16;2,30;3,45;4,47;5,73;6,78;7,87;8,113;9,127;10,155;11,180;12,202;13,209;14,231;15,239;16,255;17,256;18,261;19,262;20,255;21,234;22,218;23,217;24,195;25,186;26,185;27,162;28,146;29,144;30,137
D4621 1,3;2,26;3,43;4,56;5,74;6,96;7,114;8,137;9,148;10,178;11,173;12,160;13,138;14,116;15,113;16,98;17,71;18,53;19,42;20,36;21,33;22,5;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D5821 1,30;2,41;3,52;4,75;5,81;6,104;7,119;8,137;9,157;10,170;11,164;12,156;13,145;14,115;15,97;16,79;17,74;18,71;19,68;20,63;21,40;22,15;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D7021 1,30;2,60;3,64;4,79;5,80;6,93;7,115;8,127;9,142;10,161;11,170;12,185;13,206;14,222;15,243;16,270;17,264;18,236;19,215;20,212;21,187;22,178;23,156;24,152;25,131;26,124;27,103;28,75;29,56;30,52
D8221 1,16;2,40;3,54;4,82;5,110;6,132;7,164;8,167;9,168;10,185;11,189;12,192;13,220;14,217;15,197;16,165;17,156;18,124;19,123;20,104;21,76;22,73;23,54;24,22;25,16;26,0;27,0;28,0;29,0;30,0
D9421 1,11;2,16;3,25;4,33;5,35;6,63;7,71;8,92;9,118;10,146;11,167;12,174;13,197;14,204;15,211;16,226;17,241;18,260;19,283;20,279;21,275;22,267;23,266;24,247;25,224;26,212;27,186;28,179;29,178;30,177
D3231 1,28;2,56;3,88;4,89;5,93;6,94;7,110;8,127;9,144;10,152;11,168;12,188;13,199;14,169;15,144;16,135;17,110;18,90;19,73;20,72;21,56;22,47;23,41;24,9;25,0;26,0;27,0;28,0;29,0;30,0
D4431 1,5;2,28;3,47;4,54;5,69;6,88;7,93;8,100;9,124;10,137;11,143;12,144;13,163;14,164;15,169;16,185;17,204;18,206;19,230;20,245;21,259;22,273;23,264;24,259;25,249;26,233;27,226;28,208;29,201;30,198
D5631 1,24;2,29;3,38;4,51;5,71;6,86;7,96;8,107;9,129;10,151;11,152;12,175;13,177;14,196;15,218;16,229;17,245;18,251;19,267;20,268;21,291;22,313;23,297;24,275;25,260;26,257;27,252;28,249;29,243;30,237
D6831 1,16;2,28;3,46;4,61;5,65;6,81;7,93;8,100;9,102;10,125;11,129;12,138;13,166;14,174;15,200;16,215;17,231;18,245;19,253;20,237;21,226;22,222;23,206;24,198;25,179;26,161;27,159;28,145;29,130;30,105
D8031 1,9;2,10;3,34;4,57;5,72;6,82;7,93;8,108;9,124;10,134;11,147;12,153;13,162;14,176;15,199;16,209;17,215;18,239;19,248;20,250;21,255;22,256;23,238;24,216;25,197;26,190;27,176;28,162;29,155;30,152
D9231 1,14;2,16;3,24;4,35;5,42;6,57;7,85;8,103;9,115;10,130;11,155;12,174;13,192;14,203;15,225;16,244;17,266;18,275;19,296;20,282;21,257;22,241;23,219;24,218;25,210;26,209;27,207;28,203;29,182;30,161
D10431 1,5;2,35;3,60;4,78;5,95;6,105;7,130;8,131;9,163;10,169;11,166;12,149;13,131;14,106;15,98;16,88;17,83;18,77;19,64;20,32;21,15;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D4241 1,11;2,45;3,79;4,97;5,108;6,130;7,148;8,165;9,192;10,197;11,192;12,167;13,157;14,127;15,124;16,121;17,116;18,89;19,74;20,56;21,31;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D5441 1,5;2,12;3,23;4,49;5,69;6,71;7,87;8,88;9,108;10,115;11,117;12,140;13,155;14,168;15,186;16,192;17,198;18,213;19,232;20,234;21,237;22,238;23,227;24,225;25,207;26,191;27,165;28,156;29,154;30,152
D6641 1,3;2,10;3,15;4,17;5,28;6,31;7,38;8,51;9,71;10,77;11,79;12,105;13,127;14,143;15,165;16,191;17,192;18,212;19,215;20,226;21,240;22,245;23,242;24,224;25,200;26,177;27,153;28,135;29,111;30,101
D7841 1,11;2,22;3,37;4,48;5,70;6,77;7,91;8,114;9,128;10,135;11,160;12,182;13,198;14,213;15,220;16,246;17,257;18,271;19,297;20,289;21,268;22,256;23,230;24,229;25,221;26,214;27,198;28,172;29,160;30,144
D9041 1,4;2,13;3,41;4,65;5,69;6,86;7,92;8,101;9,107;10,129;11,138;12,155;13,179;14,162;15,145;16,142;17,141;18,111;19,94;20,70;21,48;22,16;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D10241 1,3;2,12;3,40;4,70;5,77;6,89;7,104;8,126;9,145;10,170;11,182;12,183;13,186;14,211;15,235;16,250;17,235;18,219;19,210;20,183;21,179;22,151;23,129;24,107;25,86;26,79;27,61;28,36;29,24;30,9
D11441 1,16;2,32;3,45;4,60;5,86;6,109;7,114;8,120;9,140;10,155;11,178;12,187;13,209;14,225;15,235;16,261;17,264;18,269;19,272;20,282;21,302;22,307;23,302;24,291;25,272;26,246;27,237;28,223;29,222;30,203
D5251 1,32;2,43;3,51;4,76;5,96;6,110;7,122;8,139;9,140;10,156;11,157;12,171;13,196;14,164;15,132;16,128;17,111;18,94;19,83;20,59;21,48;22,24;23,8;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D6451 1,10;2,29;3,47;4,66;5,69;6,95;7,98;8,116;9,122;10,131;11,134;12,135;13,157;14,173;15,180;16,198;17,208;18,221;19,239;20,265;21,291;22,315;23,305;24,287;25,268;26,248;27,235;28,228;29,225;30,218
D7651 1,11;2,17;3,21;4,40;5,59;6,67;7,71;8,88;9,110;10,124;11,133;12,158;13,175;14,163;15,155;16,143;17,134;18,131;19,107;20,98;21,68;22,41;23,37;24,21;25,20;26,0;27,0;28,0;29,0;30,0
D8851 1,22;2,50;3,67;4,94;5,110;6,142;7,162;8,186;9,208;10,225;11,228;12,253;13,275;14,269;15,260;16,259;17,242;18,218;19,188;20,169;21,145;22,113;23,93;24,81;25,61;26,50;27,25;28,1;29,0;30,0
D10051 1,19;2,34;3,60;4,76;5,77;6,84;7,87;8,94;9,97;10,121;11,147;12,165;13,176;14,192;15,202;16,203;17,208;18,222;19,231;20,244;21,266;22,272;23,248;24,222;25,219;26,208;27,202;28,199;29,173;30,171
D11251 1,22;2,46;3,51;4,62;5,80;6,95;7,113;8,127;9,145;10,152;11,175;12,195;13,196;14,209;15,227;16,238;17,251;18,253;19,272;20,288;21,297;22,321;23,297;24,283;25,263;26,252;27,228;28,208;29,202;30,193
D12451 1,22;2,50;3,51;4,54;5,55;6,75;7,102;8,103;9,106;10,112;11,94;12,60;13,32;14,17;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D6261 1,3;2,25;3,38;4,54;5,84;6,105;7,111;8,115;9,137;10,153;11,169;12,187;13,190;14,209;15,227;16,252;17,248;18,226;19,198;20,186;21,179;22,154;23,133;24,111;25,92;26,82;27,52;28,24;29,12;30,8
D7461 1,1;2,26;3,36;4,58;5,83;6,110;7,130;8,145;9,168;10,185;11,165;12,157;13,142;14,120;15,119;16,99;17,77;18,71;19,41;20,28;21,13;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0
D8661 1,16;2,23;3,43;4,48;5,74;6,76;7,100;8,111;9,137;10,140;11,160;12,174;13,188;14,202;15,221;16,227;17,251;18,267;19,282;20,285;21,295;22,306;23,284;24,283;25,273;26,271;27,251;28,235;29,228;30,215
D9861 1,23;2,34;3,50;4,68;5,80;6,87;7,105;8,110;9,136;10,159;11,185;12,193;13,202;14,204;15,227;16,253;17,269;18,295;19,306;20,291;21,289;22,264;23,239;24,214;25,186;26,163;27,141;28,137;29,118;30,95
D11061 1,25;2,35;3,39;4,63;5,76;6,101;7,117;8,133;9,145;10,149;11,152;12,177;13,186;14,187;15,199;16,208;17,181;18,157;19,142;20,112;21,100;22,97;23,94;24,93;25,74;26,67;27,37;28,28;29,18;30,0
D12261 1,28;2,34;3,49;4,61;5,91;6,115;7,133;8,161;9,171;10,178;11,206;12,209;13,231;14,261;15,268;16,277;17,249;18,222;19,203;20,176;21,167;22,145;23,132;24,129;25,116;26,98;27,91;28,85;29,61;30,58
D13461 1,1;2,20;3,47;4,66;5,70;6,86;7,98;8,115;9,147;10,171;11,188;12,192;13,204;14,187;15,181;16,178;17,175;18,143;19,134;20,118;21,90;22,82;23,50;24,49;25,37;26,28;27,4;28,0;29,0;30,0
