@Ciudad
n=100
m=50
@Datos
d1=11
d2=7
dn=15
@Distritos
D21 1,23;2,41;3,52;4,75;5,80;6,96;7,115;8,131;9,145;10,156;11,178;12,158;13,147;14,138;15,129
D131 1,13;2,33;3,39;4,40;5,41;6,40;7,12;8,9;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D241 1,16;2,26;3,47;4,53;5,71;6,72;7,76;8,97;9,76;10,67;11,64;12,51;13,27;14,0;15,0
D351 1,2;2,27;3,55;4,64;5,85;6,99;7,101;8,115;9,133;10,144;11,129;12,127;13,109;14,84;15,70
D461 1,8;2,16;3,35;4,60;5,81;6,89;7,100;8,109;9,125;10,148;11,139;12,118;13,92;14,80;15,72
D571 1,7;2,29;3,42;4,55;5,77;6,79;7,85;8,99;9,106;10,116;11,132;12,129;13,128;14,108;15,94
D681 1,18;2,44;3,63;4,82;5,96;6,120;7,143;8,146;9,170;10,175;11,194;12,179;13,153;14,151;15,128
D791 1,12;2,39;3,69;4,90;5,91;6,104;7,126;8,151;9,139;10,126;11,108;12,105;13,81;14,68;15,44
D901 1,15;2,28;3,34;4,59;5,82;6,76;7,75;8,70;9,69;10,49;11,36;12,31;13,8;14,0;15,0
D98 1,13;2,24;3,51;4,68;5,96;6,64;7,41;8,11;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D208 1,11;2,27;3,37;4,59;5,72;6,95;7,114;8,129;9,153;10,177;11,199;12,180;13,178;14,159;15,158
D318 1,1;2,17;3,41;4,51;5,81;6,109;7,115;8,140;9,115;10,112;11,87;12,72;13,65;14,46;15,16
D428 1,7;2,14;3,18;4,28;5,41;6,51;7,70;8,98;9,92;10,68;11,67;12,60;13,32;14,4;15,0
D538 1,19;2,42;3,65;4,89;5,91;6,109;7,128;8,148;9,157;10,163;11,170;12,161;13,151;14,128;15,105
D648 1,22;2,39;3,40;4,60;5,75;6,70;7,43;8,16;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D758 1,13;2,26;3,54;4,70;5,89;6,107;7,137;8,158;9,149;10,143;11,125;12,116;13,109;14,85;15,55
D868 1,23;2,24;3,29;4,39;5,59;6,70;7,81;8,99;9,123;10,143;11,157;12,141;13,132;14,127;15,117
D978 1,13;2,41;3,50;4,69;5,91;6,98;7,128;8,134;9,127;10,115;11,112;12,88;13,67;14,61;15,60
D1615 1,7;2,27;3,47;4,73;5,93;6,96;7,122;8,129;9,135;10,159;11,162;12,159;13,156;14,138;15,114
D2715 1,8;2,23;3,42;4,57;5,78;6,97;7,104;8,106;9,117;10,136;11,110;12,94;13,80;14,68;15,52
D3815 1,18;2,36;3,60;4,67;5,80;6,105;7,120;8,147;9,143;10,121;11,94;12,72;13,42;14,33;15,27
D4915 1,19;2,39;3,71;4,88;5,97;6,98;7,123;8,115;9,99;10,74;11,58;12,39;13,25;14,8;15,2
D6015 1,28;2,31;3,43;4,73;5,100;6,130;7,143;8,153;9,138;10,114;11,105;12,78;13,68;14,67;15,54
D7115 1,4;2,15;3,34;4,37;5,46;6,66;7,69;8,61;9,34;10,12;11,0;12,0;13,0;14,0;15,0
D8215 1,23;2,37;3,63;4,85;5,94;6,95;7,99;8,104;9,123;10,141;11,113;12,104;13,102;14,84;15,61
D9315 1,16;2,19;3,35;4,46;5,57;6,81;7,91;8,94;9,99;10,108;11,111;12,92;13,69;14,66;15,46
D10415 1,17;2,18;3,52;4,70;5,87;6,77;7,67;8,57;9,40;10,22;11,9;12,0;13,0;14,0;15,0
D2322 1,24;2,51;3,70;4,82;5,106;6,112;7,132;8,100;9,91;10,77;11,57;12,56;13,37;14,29;15,23
D3422 1,25;2,33;3,61;4,64;5,83;6,113;7,135;8,119;9,91;10,82;11,62;12,35;13,3;14,0;15,0
D4522 1,17;2,31;3,40;4,65;5,77;6,93;7,123;8,120;9,90;10,84;11,67;12,58;13,47;14,35;15,5
D5622 1,7;2,18;3,29;4,51;5,62;6,70;7,89;8,103;9,131;10,132;11,111;12,85;13,57;14,43;15,31
D6722 1,32;2,49;3,61;4,83;5,113;6,122;7,144;8,112;9,104;10,82;11,65;12,43;13,21;14,12;15,3
D7822 1,28;2,37;3,44;4,56;5,72;6,87;7,110;8,122;9,124;10,135;11,120;12,106;13,80;14,68;15,53
D8922 1,12;2,20;3,32;4,60;5,78;6,100;7,102;8,113;9,115;10,137;11,128;12,121;13,105;14,100;15,98
D10022 1,23;2,45;3,54;4,63;5,81;6,96;7,111;8,120;9,148;10,159;11,157;12,139;13,114;14,103;15,85
D11122 1,7;2,27;3,30;4,48;5,66;6,92;7,98;8,111;9,121;10,123;11,125;12,118;13,113;14,104;15,95
D3029 1,6;2,29;3,52;4,74;5,94;6,64;7,39;8,16;9,15;10,7;11,0;12,0;13,0;14,0;15,0
D4129 1,6;2,11;3,21;4,38;5,51;6,23;7,0;8,0;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D5229 1,3;2,33;3,60;4,90;5,96;6,128;7,137;8,110;9,91;10,63;11,38;12,32;13,29;14,1;15,0
D6329 1,7;2,18;3,21;4,40;5,42;6,52;7,75;8,101;9,103;10,122;11,123;12,101;13,79;14,76;15,63
D7429 1,19;2,32;3,35;4,56;5,60;6,66;7,85;8,94;9,87;10,77;11,68;12,55;13,30;14,27;15,23
D8529 1,30;2,34;3,54;4,73;5,76;6,100;7,108;8,97;9,88;10,63;11,55;12,52;13,36;14,6;15,0
D9629 1,11;2,25;3,47;4,48;5,74;6,96;7,107;8,130;9,148;10,151;11,166;12,153;13,127;14,109;15,86
D10729 1,12;2,23;3,32;4,46;5,55;6,81;7,82;8,100;9,119;10,135;11,127;12,125;13,117;14,106;15,84
D11829 1,28;2,31;3,36;4,56;5,59;6,36;7,8;8,0;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D3736 1,1;2,5;3,33;4,36;5,37;6,41;7,57;8,69;9,66;10,42;11,12;12,0;13,0;14,0;15,0
D4836 1,19;2,40;3,47;4,72;5,74;6,81;7,103;8,115;9,136;10,143;11,136;12,125;13,120;14,97;15,88
D5936 1,13;2,35;3,41;4,47;5,69;6,71;7,72;8,92;9,98;10,104;11,105;12,91;13,73;14,54;15,53
D7036 1,20;2,52;3,55;4,56;5,73;6,98;7,114;8,100;9,94;10,62;11,53;12,36;13,4;14,0;15,0
D8136 1,22;2,42;3,62;4,84;5,109;6,84;7,69;8,46;9,21;10,0;11,0;12,0;13,0;14,0;15,0
D9236 1,19;2,41;3,55;4,66;5,74;6,81;7,100;8,115;9,117;10,122;11,99;12,87;13,68;14,46;15,35
D10336 1,28;2,62;3,87;4,115;5,125;6,119;7,108;8,102;9,87;10,62;11,54;12,48;13,18;14,10;15,0
D11436 1,14;2,25;3,38;4,62;5,88;6,106;7,126;8,128;9,131;10,141;11,146;12,124;13,104;14,90;15,88
D12536 1,24;2,38;3,63;4,79;5,90;6,101;7,113;8,109;9,106;10,81;11,78;12,59;13,34;14,12;15,0
D4443 1,25;2,36;3,60;4,76;5,93;6,110;7,124;8,105;9,102;10,93;11,74;12,73;13,67;14,58;15,36
D5543 1,18;2,41;3,63;4,66;5,82;6,87;7,94;8,109;9,120;10,123;11,142;12,135;13,111;14,110;15,88
D6643 1,15;2,31;3,52;4,73;5,80;6,87;7,105;8,135;9,108;10,104;11,95;12,65;13,49;14,40;15,37
D7743 1,3;2,18;3,19;4,49;5,53;6,66;7,87;8,102;9,99;10,81;11,72;12,59;13,52;14,51;15,41
D8843 1,1;2,24;3,35;4,46;5,72;6,80;7,103;8,114;9,125;10,132;11,117;12,92;13,85;14,80;15,52
D9943 1,1;2,24;3,29;4,30;5,57;6,49;7,29;8,6;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D11043 1,2;2,28;3,39;4,55;5,78;6,98;7,113;8,136;9,142;10,165;11,170;12,164;13,144;14,139;15,120
D12143 1,23;2,28;3,46;4,47;5,48;6,66;7,85;8,101;9,115;10,126;11,105;12,87;13,71;14,63;15,52
D13243 1,28;2,58;3,86;4,98;5,126;6,147;7,163;8,190;9,187;10,184;11,175;12,168;13,144;14,141;15,111
